,Name,Sex,Event,Equipment,Age,AgeClass,Division,BodyweightKg,WeightClassKg,Squat1Kg,Squat2Kg,Squat3Kg,Squat4Kg,Best3SquatKg,Bench1Kg,Bench2Kg,Bench3Kg,Bench4Kg,Best3BenchKg,Deadlift1Kg,Deadlift2Kg,Deadlift3Kg,Deadlift4Kg,Best3DeadliftKg,TotalKg,Place,Wilks,McCulloch,Glossbrenner,IPFPoints,Tested,Country,Federation,Date,MeetCountry,MeetState,MeetName
1329417,Juha Pukkila,M,B,Raw,54.0,50-54,Open,110.0,110,,,,,,,,,,155.0,,,,,,155.0,1,91.22,109.82,87.38,526.04,Yes,Finland,WABDL,2018-06-23,USA,ME,NE Regional BP & DL
222674,Emma Bradshaw,F,BD,Raw,15.0,13-15,15-16,60.0,60,,,,,,,,,,45.36,,,,,113.4,158.76,1,177.0,208.86,156.39,,Yes,USA,WNPF,2018-07-10,USA,NY,Can-Am Nationals
1119729,Breann Hall,F,SBD,Single-ply,,,Girls,59.87,60.1,,,,,104.33,,,,,45.36,,,,,99.79,249.48,3,278.61,278.61,246.17,386.94,Yes,,THSWPA,2014-01-11,USA,TX,Timber Creek Invitational
261187,Anthony Aldaco,M,SBD,Single-ply,,,Boys,84.46,89.8,,,,,201.85,,,,,117.93,,,,,174.63,494.42,11,326.68,326.68,315.24,424.33,Yes,,THSPA,2016-02-13,USA,TX,Medina Valley Hill Country Classic
1177012,Madelyn Tarango,F,SBD,Single-ply,,,Girls,93.62,100,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,THSWPA,2016-01-16,USA,TX,San Diego Powerlifting Meet
680632,Mark Gong,M,SBD,Raw,23.5,24-34,MR-O,78.2,83,135.0,147.5,157.5,,157.5,125.0,135.0,-142.5,,135.0,155.0,167.5,175.0,,175.0,467.5,23,323.86,323.86,312.99,465.83,Yes,,USAPL,2016-05-28,USA,RI,MA and RI Open State Championships
96643,Bettina Altizer,F,SBD,Single-ply,29.5,24-34,Open,58.5,58.5,170.0,182.5,-190.0,,182.5,95.0,102.5,105.0,,105.0,152.5,170.0,,,170.0,457.5,1,520.2,520.2,459.79,628.87,Yes,USA,ADFPA,1992-04-11,USA,CA,Women's Nationals
129515,Masalat Wan,M,SBD,Single-ply,,,Open,60.0,60,,,,,142.5,,,,,85.0,,,,,175.0,402.5,2,343.28,343.28,334.48,442.58,Yes,,PNGPF,1996-01-01,Papua New Guinea,,PNG Championships
132138,Shawn Cain,M,SBD,Single-ply,32.5,24-34,Open,100.0,100,290.0,305.0,307.5,,307.5,190.0,197.5,202.5,,202.5,307.5,325.0,-340.0,,325.0,835.0,2,508.17,508.17,488.39,616.14,Yes,USA,ADFPA,1990-09-01,USA,IL,Men's Nationals
693229,Seth Morrison,M,SBD,Raw,20.5,20-23,MR-C,74.0,74,195.0,210.0,-220.0,,210.0,107.5,115.0,120.0,,120.0,195.0,205.0,-215.0,,205.0,535.0,43,384.83,392.53,372.37,567.89,Yes,,USAPL,2019-04-12,USA,OH,Collegiate Nationals
229860,Chris Herdman,M,SBD,Raw,22.5,20-23,M-C-U23,103.0,105,230.0,245.0,255.0,,255.0,160.0,175.0,-185.0,,175.0,265.0,275.0,295.0,,295.0,725.0,1,436.24,436.24,418.87,643.55,Yes,,EPA,2018-06-09,England,,Yorkshire North East Juniors & Masters Powerlifting Championships
165692,Brandon Bagwell,M,BD,Raw,30.0,24-34,Open,81.74,82.5,,,,,,,,,,120.2,,,,,165.56,285.76,1,192.5,192.5,185.88,,,,SPF,2014-10-04,USA,AR,Arkansas State Powerlifting and Bench Press
1314026,Susan Oliver,F,SBD,Raw,,,Masters 2,88.5,84+,,,,,85.0,,,,,40.0,,,,,115.0,240.0,1,208.86,208.86,181.83,363.14,Yes,,CPU,2018-09-08,Canada,NL,709 Championship
231162,Louise Burnett,F,SBD,Raw,,,F-C-N,59.9,63,-60.0,60.0,65.0,,65.0,42.5,45.0,47.5,,47.5,95.0,97.5,102.5,,102.5,215.0,1,240.01,240.01,212.07,373.06,Yes,,EPA,2017-11-11,England,,Powerpalooza Novice Competition
231723,Harry Wright,M,SBD,Raw,,,M-C-Open,92.3,93,-180.0,180.0,-182.5,,180.0,-130.0,-130.0,-130.0,,,160.0,180.0,200.0,,200.0,,DQ,,,,,Yes,,EPA,2016-05-01,England,,Manchester & Merseyside Championships
334804,Chris Fant,M,SBD,Single-ply,,,Boys,69.08,74.8,,,,,102.06,,,,,88.45,,,,,142.88,333.39,2,252.4,252.4,244.66,344.13,Yes,,THSPA,2015-01-29,USA,TX,Keller Fossil Ridge Meet
1226000,Nategh Andam,M,B,Multi-ply,65.5,65-69,M6,83.2,90,,,,,,120.0,-130.0,130.0,,130.0,,,,,,130.0,1,86.65,128.24,83.64,452.35,,Germany,GPC,2002-05-17,Germany,,European Championships
107699,R. Daniels,M,B,Single-ply,,,Open,90.0,90,,,,,,,,,,167.83,,,,,,167.83,3,107.14,107.14,103.25,514.25,,,USPF,1996-05-11,USA,FL,Barbender II Bench Press
952491,Vyacheslav Kadochnikov,M,B,Raw,44.5,40-44,Masters 1,118.95,120,,,,,,215.0,225.0,-232.5,,225.0,,,,,,225.0,2,129.63,135.2,123.76,729.66,Yes,,FPR,2017-08-11,Russia,,Russia Masters Bench Press Championships
1045099,Jerzy Furmanek,M,B,Single-ply,44.5,40-44,Open,97.8,100,,,,,,,,,,230.0,,,,,,230.0,3,141.26,147.34,135.85,617.13,Yes,Poland,IPF,1997-12-05,Canada,,World Bench Press Championships
1163512,Bailey Miller,F,SBD,Single-ply,,,Girls,63.32,67.3,,,,,43.09,,,,,27.22,,,,,43.09,113.4,9,121.32,121.32,107.12,229.87,Yes,,THSWPA,2018-02-14,USA,TX,Valentines Day Girls LQM
99570,M. Tiano,M,SBD,Single-ply,,,Out of State,90.0,90,,,,,276.69,,,,,,,,,,,,DQ,,,,,Yes,,ADFPA,1988-11-26,USA,NJ,New Jersey Championships
1091316,Brooke Coy,F,SBD,Single-ply,,,Girls,47.45,47.8,,,,,81.65,,,,,36.29,,,,,74.84,192.78,6,257.48,257.48,229.37,350.08,Yes,,THSWPA,2016-03-05,USA,TX,Region 3 Division 1
555623,Mari Thorshaug Fjell,F,SBD,Raw,,,Juniors 19-23,75.2,84,90.0,100.0,-105.0,,100.0,47.5,52.5,55.0,,55.0,120.0,130.0,135.0,,135.0,290.0,7,275.23,275.23,242.08,463.72,Yes,,NSF,2015-05-01,Norway,,Nasjonalt utstyrsfritt styrkeløft
1384067,Ibrahim Dridi,M,SBD,Raw,18.5,18-19,M-C-U23,78.65,83,170.0,180.0,190.0,,190.0,92.5,100.0,105.0,,105.0,-225.0,225.0,240.0,,240.0,535.0,24,369.24,384.01,356.81,543.08,Yes,UK,BP,2018-10-13,UK,,British Junior Men's Powerlifting Championships
531223,Raul Cabrera,M,SBD,Single-ply,,,Boys,73.44,74.8,,,,,127.01,,,,,90.72,,,,,167.83,385.55,4,278.84,278.84,269.85,373.3,Yes,,THSPA,2013-02-02,USA,TX,J.W. Nixon Invitational Powerlifting Meet
415034,Chris Nunez,M,SBD,Single-ply,,,Boys,117.84,124.7,,,,,133.81,,,,,90.72,,,,,158.76,383.29,13,221.32,221.32,211.39,288.72,Yes,,THSPA,2010-01-16,USA,TX,Plainview Invitational
1248040,Darius Janutis,M,B,Multi-ply,25.0,24-34,O,99.7,100,,,,,,180.0,-200.0,-200.0,,180.0,,,,,,180.0,3,109.68,109.68,105.42,510.13,,Latvia,WPC,2011-11-14,Latvia,,World Championships
903588,Kevin Nunez,M,B,Single-ply,33.0,24-34,Open,77.79,82.5,,,,,,,,,,132.45,,,,,,132.45,4,92.07,92.07,88.99,477.47,,USA,USPF,2004-03-27,USA,CA,Powerlifting and Bench Press Championships
820555,Becky Black,F,D,Raw,38.0,35-39,Submasters 35-39,108.95,90+,,,,,,,,,,,,,,,97.5,97.5,1,79.44,79.44,67.64,307.84,,,USPA,2014-11-15,USA,NY,New York State Powerlifting Championships
1329899,Kegan Engelke,M,D,Single-ply,36.5,35-39,Submasters 33-39,117.5,117.5,,,,,,,,,,,,,,,288.0,288.0,2,166.42,166.42,158.97,555.11,Yes,,WABDL,2015-03-14,USA,OR,North American
414278,Matt Maldonado,M,SBD,Single-ply,,,Boys,59.51,59.8,,,,,138.35,,,,,81.65,,,,,167.83,387.82,6,333.26,333.26,324.84,431.47,Yes,,THSPA,2010-02-27,USA,TX,Del Valle
287794,Jack Huffman,M,SBD,Single-ply,,,Boys,115.85,124.7,,,,,226.8,,,,,131.54,,,,,210.92,569.26,1,330.13,330.13,315.56,406.75,Yes,,THSPA,2017-02-16,USA,TX,Lovejoy Invitational
1257907,Leila Duhem,F,B,Raw,55.0,55-59,Open,100.37,84+,,,,,,105.0,110.0,-117.5,,110.0,,,,,,110.0,1,91.49,112.07,78.56,725.81,Yes,France,FFForce,2018-06-02,France,,France Développé Couché
1077335,Na'Kyra Darthard,F,SBD,Single-ply,,,Girls,67.0,67.3,,,,,127.01,,,,,54.43,,,,,127.01,308.44,2,316.49,316.49,279.22,435.22,Yes,,THSWPA,2016-01-23,USA,TX,Oak Ridge High School
551902,Christian Heidemann,M,B,Single-ply,27.5,24-34,Open,73.2,75,,,,,,,,,,150.0,,,,,,150.0,2,108.74,108.74,105.24,542.2,Yes,,DSF,2004-08-21,Denmark,,JM Bænkpres
752637,Jasmen Perry,F,SBD,Single-ply,18.5,18-19,F-C,81.5,84,125.0,132.5,140.0,,140.0,70.0,77.5,-92.5,,77.5,170.0,-180.0,-180.0,,170.0,387.5,18,350.99,365.03,307.47,484.26,Yes,,USAPL,2017-04-07,USA,TX,Collegiate National Championship
1147844,Melissa Arizpe,F,SBD,Single-ply,,,Girls,54.16,56,,,,,97.52,,,,,40.82,,,,,106.59,244.94,2,295.84,295.84,261.89,396.13,Yes,,THSWPA,2015-01-10,USA,TX,Bovina Invitational
24213,Oleksiy Derypaska,M,D,Single-ply,17.5,18-19,Open,107.0,110,,,,,,,,,,,,,,,280.0,280.0,3,166.24,176.21,159.41,561.66,Yes,,UkrainePF,1997-08-24,Ukraine,,Ukrainian DeadLift Championship
458931,Justus Alanize,M,SBD,Single-ply,,,Boys,55.43,55.7,,,,,117.93,,,,,56.7,,,,,113.4,288.03,7,264.86,264.86,259.15,356.2,Yes,,THSPA,2011-02-19,USA,TX,Stephenville High School
1140438,Kelsey Hyatt,F,SBD,Single-ply,,,Girls,44.0,44.2,,,,,52.16,,,,,29.48,,,,,49.9,131.54,10,185.22,185.22,166.13,277.28,Yes,,THSWPA,2018-03-17,USA,TX,Girls State Meet
896596,Hailey Tang,F,SBD,Raw,17.0,16-17,Juniors 16-17,42.46,44,,,,,72.5,,,,,50.0,,,,,95.0,217.5,1,313.44,338.51,282.36,444.64,,,USPA,2013-08-17,USA,AZ,Arizona State Powerlifting
351260,David Walters,M,SBD,Single-ply,,,Boys,77.56,82.1,,,,,149.69,,,,,68.04,,,,,165.56,383.29,20,266.96,266.96,258.05,359.41,Yes,,THSPA,2019-01-12,USA,TX,Sulphur Springs Invitational
1359159,Jason Gibson,M,SBD,Multi-ply,,,MO,122.2,125,,,,,425.0,,,,,340.0,,,,,302.5,1067.5,1,611.22,611.22,582.83,698.61,,USA,UPA,2016-01-23,USA,UT,Barbells and Beatings
486985,Jerado Hernandez,M,SBD,Single-ply,,,Boys,62.23,67.1,,,,,90.72,,,,,68.04,,,,,102.06,260.82,16,215.29,215.29,209.44,303.21,Yes,,THSPA,2012-01-21,USA,TX,Santo High School Invitational
367894,Aaron Gonzales,M,SBD,Single-ply,,,Boys,56.52,59.8,,,,,142.88,,,,,81.65,,,,,158.76,383.29,3,345.8,345.8,337.97,443.71,Yes,,THSPA,2010-01-16,USA,TX,Warrior Classic
1017725,Olavi Erola,M,SBD,Single-ply,43.5,40-44,Open,125.0,125,,,,,282.5,,,,,170.0,,,,,282.5,735.0,2,418.84,431.82,398.95,491.87,Yes,Finland,SVNL,1980-02-02,Finland,,Miesten voimanoston SM-kisat
190693,Marv Gordon,M,B,Single-ply,,,Open,125.0,125,,,,,,,,,,227.5,,,,,,227.5,4,129.64,129.64,123.48,538.46,Yes,,USAPL,1999-09-18,USA,IL,National Bench Press Championships
269456,Richard Brown,M,SBD,Single-ply,,,Boys,59.78,59.8,,,,,147.42,,,,,70.31,,,,,167.83,385.55,3,329.93,329.93,321.53,427.95,Yes,UK,THSPA,2010-01-23,USA,TX,San Diego Brush Country Classic
1031504,Liezl Pretorius,F,SBD,Single-ply,19.5,20-23,Open,51.4,52,-115.0,120.0,-130.0,,120.0,-72.5,72.5,77.5,,77.5,115.0,122.5,-127.5,,122.5,320.0,9,402.51,414.58,356.95,497.1,Yes,South Africa,IPF,2010-11-07,South Africa,,World Powerlifting Chmapionships
983186,Dagmar Fišerová,F,SBD,Single-ply,17.5,18-19,Open,59.5,60,,,,,85.0,,,,,50.0,,,,,105.0,240.0,1,269.32,285.47,237.98,377.02,Yes,Czechia,CSST,1993-02-13,Czechia,,Mistrovství Východních Čech v Silovém Trojboji
71207,Tanya Larson,F,SBD,Multi-ply,,,Amateur Open,52.0,52,,,,,108.86,,,,,61.69,,,,,131.54,302.09,1,376.6,376.6,333.82,472.61,,,IPA,1998-10-30,USA,MD,Senior Nationals
514133,Zachary Riola,M,SBD,Single-ply,,,Boys,74.03,74.8,,,,,185.97,,,,,136.08,,,,,190.51,512.56,1,368.59,368.59,356.64,473.41,Yes,,THSPA,2013-02-15,USA,TX,Lago Vista Invitational
729228,Kyle Lovell,M,SBD,Raw,19.5,20-23,MR-O,92.8,93,-125.0,125.0,-142.5,,125.0,92.5,97.5,102.5,,102.5,142.5,165.0,-185.0,,165.0,392.5,12,246.82,254.22,237.68,332.79,Yes,,USAPL,2017-09-30,USA,TX,9th Annual Iron Wars
1115316,Crystal Reyes,F,SBD,Single-ply,,,Girls,117.75,117.7+,,,,,199.58,,,,,106.59,,,,,163.29,469.47,3,376.69,376.69,319.54,500.62,Yes,,THSWPA,2019-03-15,USA,TX,5A State Meet
863851,Rodney Thomas,M,B,Raw,29.0,24-34,Open,99.3,100,,,,,,,,,,210.0,,,,,,210.0,1,128.17,128.17,123.2,758.18,,,USPA,2015-10-03,USA,CA,Southern California Open Metroflex Gym
1385869,Robert Palmer #2,M,SBD,Single-ply,28.5,24-34,M-E-Open,83.0,83,310.0,320.0,322.5,,322.5,-227.5,-232.5,-232.5,,,290.0,-305.0,-307.5,,290.0,,DQ,,,,,Yes,,BP,2011-07-30,UK,,British Powerlifting Championships
213191,Patricia Jones,F,SBD,Raw,36.5,35-39,Open,76.8,84,-95.0,95.0,-100.0,,95.0,47.5,50.0,-52.5,,50.0,120.0,127.5,-135.0,,127.5,272.5,4,255.31,255.31,224.36,432.21,Yes,,PA,2015-11-07,Australia,QLD,BNB Barbell Bash
68236,Richard Safreed,M,SBD,Single-ply,,,Open,140.0,140,,,,,319.78,,,,,208.65,,,,,254.01,782.44,1,437.23,437.23,414.23,494.31,Yes,,APA,1994-05-21,USA,MD,Temple Hills Open Powerlifting Championships
1006749,Hannu Savola,M,B,Single-ply,40.5,40-44,Over 40,77.55,82.5,,,,,,,,,,167.5,,,,,,167.5,3,116.67,116.67,112.78,563.92,Yes,Finland,SVNL,2003-02-15,Finland,,Penkkipunnerruksen veteraanien SM-kisat
480531,Octavio Solorio,M,S,Single-ply,,,Boys,74.93,82.1,,,,,149.69,,,,,,,,,,,149.69,23,106.73,106.73,103.25,400.88,Yes,,THSPA,2011-01-22,USA,TX,CIGARROA TORO INVITATIONAL
475699,Ethen Hoops,M,SBD,Single-ply,,,Boys,49.8,51.7,,,,,115.67,,,,,58.97,,,,,106.59,281.23,4,289.0,289.0,284.82,380.24,Yes,,THSPA,2013-02-23,USA,TX,Mabank Invitational
51059,梅林 恭行,M,B,Single-ply,31.0,24-34,Open,115.94,120,,,,,,-230.0,-230.0,-230.0,,,,,,,,,DQ,,,,,Yes,,JPA,2014-11-29,Japan,,Japanese Bench Press Championships
702174,Katherine Berger,F,SBD,Raw,43.5,40-44,FR-O,57.0,57,92.5,-97.5,100.0,,100.0,-52.5,-55.0,55.0,,55.0,107.5,112.5,117.5,,117.5,272.5,2,316.21,326.01,279.6,489.7,Yes,,USAPL,2016-08-27,USA,RI,Newport Open
1396894,Michael Galante,M,SBD,Raw,44.0,40-44,Amateur Masters 40-44,118.84,125,,,,,272.16,,,,,170.1,,,,,283.5,725.75,1,418.21,436.19,399.3,592.58,Yes,,RPS,2018-10-13,USA,MA,Power Challenge 22
884592,Jacob Vopat,M,SBD,Raw,33.0,24-34,Open,80.5,82.5,,,,,287.5,,,,,,,,,,,,DQ,,,,,,,USPA,2018-08-25,USA,TX,The Tribute
432294,Jaime Lopez,M,SBD,Single-ply,,,Boys,120.56,124.7,,,,,179.17,,,,,129.27,,,,,208.65,517.1,5,296.97,296.97,283.36,367.34,Yes,,THSPA,2019-02-16,USA,TX,Dimmitt Bobcat Invitational Meet
1063069,Kenlee Gauntt,F,SBD,Single-ply,,,Girls,98.7,100,,,,,165.56,,,,,95.25,,,,,147.42,408.23,1,341.22,341.22,293.61,473.93,Yes,,THSWPA,2017-02-18,USA,TX,Blooming Grove Invitational
347560,Conner Jacobs,M,SBD,Single-ply,,,Boys,55.43,55.7,,,,,129.27,,,,,65.77,,,,,133.81,328.85,7,302.39,302.39,295.87,396.52,Yes,,THSPA,2019-03-06,USA,TX,Region 6 Division 3 Championship
368710,Jack Petroff,M,SBD,Single-ply,,,Boys,106.23,109.7,,,,,158.76,,,,,83.91,,,,,165.56,408.23,10,242.96,242.96,233.04,319.58,Yes,,THSPA,2015-02-21,USA,TX,Highland Park Scot Classic
588558,Alejandro Alonso Betancur,M,SBD,Raw,47.5,45-49,M1,56.3,59,115.0,122.5,130.0,,130.0,72.5,-77.5,-77.5,,72.5,120.0,130.0,140.0,,140.0,342.5,21,310.17,335.61,303.21,422.97,Yes,,AEP,2017-02-18,Spain,,Open de Cataluña
1177175,Tia Hart,F,SBD,Single-ply,,,Girls,73.66,75,,,,,154.22,,,,,88.45,,,,,142.88,385.55,10,370.74,370.74,326.33,499.66,Yes,,THSWPA,2018-03-17,USA,TX,Girls State Meet
897422,Greg Moss,M,SBD,Raw,26.0,24-34,Open,88.18,90,,,,,187.5,,,,,135.0,,,,,230.0,552.5,10,356.47,356.47,343.68,520.46,,,USPA,2014-07-18,USA,CA,National Powerlifting Championships
980114,Martin Dolejš,M,SBD,Single-ply,41.5,40-44,Masters 1,73.7,74,,,,,160.0,,,,,160.0,,,,,175.0,495.0,3,357.09,360.66,345.56,460.59,Yes,,CSST,2012-04-28,Czechia,,Mistrovství ČR v Silovém Trojboji Masters
133294,Scott Ross,M,SBD,Multi-ply,,,Teen 18-19,90.0,90,,,,,220.0,,,,,140.0,,,,,205.0,565.0,2,360.69,360.69,347.59,459.86,,,APF,1996-06-28,USA,FL,Teen/Junior/Master Nationals
98915,D. Dumoit,M,SBD,Single-ply,,,Masters 40-44,87.09,,,,,,197.5,,,,,125.0,,,,,197.5,520.0,5,337.75,337.75,325.71,435.65,,,USPF,1979-11-10,USA,TX,Gulf Coast P/L Championships
72423,Melanie Rowland,F,SBD,Single-ply,,,Open,60.78,67.5,-80.0,90.0,-100.0,,90.0,65.0,70.0,72.5,,72.5,105.0,110.0,115.0,,115.0,277.5,7,306.31,306.31,270.59,416.35,,,USPF,1988-03-19,USA,PA,Collegiate Nationals
185408,Jordan Burke,M,SBD,Single-ply,20.0,20-23,Collegiate,75.0,75,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,USAPL,2009-04-18,USA,FL,Europa Show of Champions Bench Press & Powerlifting Championships
134909,Brian Meek,M,SBD,Multi-ply,52.0,50-54,Open,125.0,125,310.0,337.5,,,337.5,220.0,225.0,227.5,,227.5,292.5,307.5,320.0,,320.0,885.0,7,504.31,587.52,480.36,581.79,,USA,APF,1998-07-04,USA,IL,Senior Nationals
786191,Monika Pisarczyk,F,SBD,Single-ply,17.5,18-19,Juniors,43.8,44,85.0,95.0,-105.0,,95.0,32.5,35.0,-37.5,,35.0,100.0,-115.0,,,100.0,230.0,2,324.84,344.33,291.51,412.35,Yes,Poland,EPF,1997-06-15,Poland,,European Juniors Powerlifting Championships
1136653,Karina Perez,F,SBD,Single-ply,,,Girls,69.85,75,,,,,83.91,,,,,38.56,,,,,92.99,215.46,7,214.67,214.67,189.24,331.79,Yes,,THSWPA,2015-02-02,USA,TX,Medina Valley Hill Country Classic
511877,Lane Allen,M,SBD,Single-ply,,,Boys,132.45,124.7+,,,,,256.28,,,,,136.08,,,,,215.46,607.81,4,342.65,342.65,325.47,404.86,Yes,,THSPA,2014-02-01,USA,TX,Maud Powerlifting Meet
666605,Marc Hagberg,M,SBD,Raw,57.5,55-59,MR-M2b,88.35,93,165.0,175.0,-182.5,,175.0,95.0,102.5,-110.0,,102.5,170.0,180.0,190.0,,190.0,467.5,1,301.32,382.08,290.49,426.78,Yes,,USAPL,2017-03-04,USA,MN,Minnesota State Men's Powerlifting Championships
971437,Dmitriy Bolshakov,M,B,Single-ply,18.5,18-19,Juniors,89.2,93,,,,,,110.0,-120.0,-120.0,,110.0,,,,,,110.0,1,70.55,73.37,68.0,391.08,Yes,,FPR,2016-09-10,Russia,,Moscow Bench Press Championships
1037234,Jeanne Harms,F,B,Single-ply,50.5,50-54,Masters 2,50.4,52,,,,,,-52.5,52.5,-60.0,,52.5,,,,,,52.5,6,67.04,75.75,59.5,432.68,Yes,USA,IPF,2004-04-21,Slovakia,,World Masters Bench Press Championships
998855,Toni Kuusi,M,B,Single-ply,30.5,24-34,Open,79.05,83,,,,,,220.0,-227.5,237.5,,237.5,,,,,,237.5,1,163.38,163.38,157.86,724.72,Yes,Finland,SVNL,2014-02-08,Finland,,Penkkipunnerruksen SM-kisat kaikille ikäluokille
21132,Joe Dentice,M,SBD,Single-ply,51.0,50-54,Masters 50-54,113.1,125,210.0,230.0,-247.5,,230.0,175.0,185.0,-187.5,,185.0,240.0,260.0,-277.5,,260.0,675.0,1,394.0,451.92,377.0,478.07,,USA,USPF,2010-06-19,USA,RI,Nationals
1252347,Christopher Wilkinson,M,SBD,Raw,,,M-C-Open,79.3,83,-195.0,200.0,207.5,,207.5,105.0,112.5,-115.0,,112.5,205.0,212.5,,,212.5,532.5,1,365.57,365.57,353.2,536.96,Yes,,NIPF,2016-03-12,N.Ireland,,Rookie Power
824427,Marvin Rodenbeck,M,BD,Raw,55.0,55-59,Masters 55-59,131.2,140,,,,,,,,,,210.0,,,,,145.0,355.0,1,200.46,245.56,190.49,,,,USPA,2018-04-14,USA,OH,21st Annual Battle of the Great Lakes
534996,Alexey Popov,M,B,Single-ply,28.0,24-34,Open,82.21,82.5,,,,,,-195.0,195.0,207.5,,207.5,,,,,,207.5,3,139.3,139.3,134.49,635.61,Yes,Russia,NAP,2011-09-26,Russia,,Golden Tiger Classic
1371846,Pavel Marda,M,SBD,Single-ply,24.5,24-34,Open,73.97,74,270.0,285.0,292.5,,292.5,195.0,202.5,210.0,,210.0,265.0,280.0,-300.0,,280.0,782.5,3,563.02,563.02,544.79,690.42,Yes,Kazakhstan,AsianPF,2015-07-20,Hong Kong,,Asian Powerlifting Championships
992127,Karel Doležal,M,SBD,Single-ply,26.5,24-34,Open,96.1,100,,,,,235.0,,,,,145.0,,,,,220.0,600.0,7,371.3,371.3,357.25,467.91,Yes,,CSST,1999-03-13,Czechia,,Mistrovstvi Východních Čech Mužů
1189567,Viktor Nordh,M,SBD,Raw,,,Open,103.15,105,,,,,195.0,,,,,155.0,,,,,255.0,605.0,5,363.84,363.84,349.34,522.54,Yes,,SSF,2015-11-14,Sweden,,DM i styrkelyft - klassisk Sydsvenska SDF
435333,Sergio Hernandez,M,SBD,Single-ply,,,Boys,154.67,124.7+,,,,,254.01,,,,,208.65,,,,,249.48,712.14,1,392.32,392.32,369.95,435.38,Yes,,THSPA,2019-02-09,USA,TX,Karnes City Boys
110423,D. Cole,M,SBD,Single-ply,,,Pure,82.5,82.5,,,,,300.0,,,,,137.5,,,,,310.0,747.5,4,500.76,500.76,483.43,619.9,,,USPF,1990-02-22,USA,NV,Natural Nationals
1011829,Marko Helynen,M,SBD,Raw,47.5,45-49,Over 40,73.95,74,190.0,195.0,-200.0,,195.0,125.0,130.0,,,130.0,200.0,210.0,220.0,,220.0,545.0,1,392.21,424.38,379.51,580.38,Yes,Finland,SVNL,2019-01-12,Finland,,Klassinen voimanosto
1078143,Elizabeth Price,F,SBD,Single-ply,,,Girls,70.03,75,,,,,127.01,,,,,77.11,,,,,133.81,337.93,1,336.09,336.09,296.25,459.29,Yes,,THSWPA,2019-01-26,USA,TX,Power Classic Fort Stockton
5460,Jessie Clutton,M,BD,Raw,22.0,20-23,M-OR,66.3,67.5,,,,,,115.0,120.0,-122.5,,120.0,210.0,-220.0,-220.0,,210.0,330.0,1,258.15,260.73,250.55,,,,GPC-AUS,2018-12-02,Australia,QLD,Brisbane Push Pull
1237815,Mihály Krizsán,M,B,Raw,23.0,20-23,J,75.0,75,,,,,,130.0,135.0,-140.0,,135.0,,,,,,135.0,1,96.2,96.2,93.05,591.35,,Hungary,GPC,2018-09-16,Hungary,,World Championships
1087583,Abigail McWhorter,F,SBD,Single-ply,,,Girls,64.05,67.3,,,,,63.5,,,,,34.02,,,,,77.11,174.63,17,185.23,185.23,163.52,296.19,Yes,,THSWPA,2017-01-19,USA,TX,Lampasas Badger Invitational
790899,Leszek Wasniowski,M,B,Single-ply,48.5,45-49,Masters 1,51.3,52,,,,,,90.0,-97.5,-97.5,,90.0,,,,,,90.0,1,89.59,98.28,88.1,515.36,Yes,Poland,EPF,2006-09-21,Czechia,,European Masters Bench Press Championships
300496,Josh Boone,M,SBD,Single-ply,15.5,16-17,Boys,59.33,59.8,,,,,192.78,,,,,99.79,,,,,165.56,458.13,1,394.78,446.1,384.86,498.28,Yes,,THSPA,2012-02-09,USA,TX,Winnsboro Boys
800912,Vladimir Kokin,M,B,Raw,24.0,24-34,Amateur Open,104.7,110,,,,,,160.0,167.5,175.0,,175.0,,,,,,175.0,1,104.68,104.68,100.46,611.58,,,WRPF,2018-12-15,Russia,,Cup of St. George the Victorious
755053,Tracy Moody,M,SBD,Raw,28.5,24-34,MR-O,83.7,93,235.0,265.0,267.5,,267.5,132.5,137.5,-142.5,,137.5,260.0,292.5,305.0,,305.0,710.0,1,471.59,471.59,455.14,717.33,Yes,,USAPL,2018-03-24,USA,MD,Et Tu Brute Strength
1062498,Megan Walton,F,SBD,Single-ply,,,Girls,55.79,56,,,,,,,,,,,,,,,,,DQ,,,,,Yes,,THSWPA,2016-02-13,USA,TX,Medina Valley Hill Country Classic
172355,Kate Savoie,F,SBD,Wraps,,,Open,71.3,75,,,,,102.06,,,,,52.16,,,,,115.67,269.89,1,265.15,265.15,233.62,440.39,,,SPF,2013-10-26,USA,MS,Mississippi State Powerlifting Championships
662861,Ashley Will,F,SBD,Raw,19.5,20-23,FR-Jr,51.2,52,,,,,110.0,,,,,47.5,,,,,112.5,270.0,2,340.63,350.85,302.13,511.21,Yes,USA,USAPL,2014-12-12,USA,MA,American Open
561381,Jørgen Holmesland,M,SBD,Raw,,,Juniors 19-23,72.5,74,120.0,130.0,-135.0,,130.0,115.0,-120.0,-125.0,,115.0,170.0,180.0,192.5,,192.5,437.5,4,319.37,319.37,309.18,456.11,Yes,,NSF,2014-03-28,Norway,,Nasjonalt utstyrsfritt styrkeløft
